Date & Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43085.33333,14.48,13.2,17.48,1479.07
43085.375,14.48,13.55,17.9,1479.49
43085.41667,14.48,17.71,22.88,1484.44
43085.45833,14.42,18.44,23.72,1485.11
43085.5,14.51,19.16,24.61,1486.28
43085.54167,14.61,19.6,25.18,1487.12
43085.58333,14.7,19.69,25.34,1487.53
43085.625,14.73,19.72,25.4,1487.67
43085.66667,14.76,19.75,25.45,1487.81
43085.70833,14.95,19.56,25.34,1488.2
43085.75,14.88,19.64,25.39,1488.09
43085.79167,15.07,18.83,24.54,1487.74
43085.83333,15.01,19.76,25.61,1488.64
43085.875,14.92,20.44,26.35,1489.14
43085.91667,14.76,21.4,27.38,1489.77
43085.95833,14.64,22.83,28.95,1491.06
43086,14.73,23.07,29.29,1491.66
43086.04167,14.76,23.18,29.43,1491.88
43086.08333,14.76,23.05,29.29,1491.74
43086.125,14.73,22.83,29.02,1491.37
43086.16667,14.64,21.52,27.44,1489.51
43086.20833,14.55,19.72,25.29,1487.06
43086.25,14.3,18.34,23.53,1484.57
43086.29167,14.17,17.89,22.94,1483.61
43086.33333,14.11,16.98,21.83,1482.31
43086.375,14.21,18.03,23.12,1483.89
43086.41667,14.39,19.09,24.46,1485.78
43086.45833,14.73,20.39,26.18,1488.47
43086.5,15.01,21.53,27.69,1490.74
43086.54167,15.19,21.86,28.2,1491.74
43086.58333,15.53,22.24,28.86,1493.28
43086.625,15.44,22.12,28.66,1492.84
43086.66667,15.44,22.06,28.59,1492.77
43086.70833,15.59,21.42,27.93,1492.51
43086.75,15.65,20.85,27.29,1492.04
43086.79167,15.68,19.98,26.27,1491.11
43086.83333,15.8,20.11,26.5,1491.66
43086.875,15.8,20.56,27.04,1492.19
43086.91667,15.77,21.48,28.12,1493.17
43086.95833,15.71,21.96,28.65,1493.54
43087,15.5,22.2,28.79,1493.13
43087.04167,15.38,22.39,28.93,1492.96
43087.08333,15.41,22.48,29.07,1493.18
43087.125,15.62,22.13,28.79,1493.45
43087.16667,15.74,21.77,28.45,1493.42
43087.20833,15.77,20.99,27.54,1492.6
43087.25,15.8,19.63,25.92,1491.1
43087.29167,15.83,19.02,25.21,1490.48
43087.33333,15.77,18.24,24.22,1489.36
43087.375,15.8,17.03,22.77,1488.03
43087.41667,16.02,19.38,25.75,1491.5
43087.45833,16.02,20.15,26.67,1492.39
43087.5,16.11,20.65,27.34,1493.28
43087.54167,16.23,21.17,28.04,1494.28
43087.58333,16.32,21.56,28.56,1495.02
43087.625,16.38,21.52,28.56,1495.17
43087.66667,16.53,21.33,28.42,1495.43
43087.70833,16.53,21.05,28.09,1495.11
43087.75,16.53,20.89,27.9,1494.92
43087.79167,16.59,20.44,27.39,1494.59
43087.83333,16.47,19.76,26.48,1493.4
43087.875,16.62,19.93,26.78,1494.08
43087.91667,16.62,20.53,27.51,1494.78
43087.95833,16.59,21.13,28.22,1495.39
43088,16.56,21.76,28.96,1496.03
43088.04167,16.53,22.12,29.38,1496.35
43088.08333,16.53,22.12,29.38,1496.35
43088.125,16.53,21.94,29.17,1496.15
43088.16667,16.59,21.51,28.69,1495.84
43088.20833,16.59,20.86,27.9,1495.07
43088.25,16.65,19.86,26.72,1494.1
43088.29167,16.77,19.19,25.95,1493.69
43088.33333,16.83,18.32,24.92,1492.87
43088.375,17.13,16.73,23.1,1491.98
43088.41667,17.46,13.81,19.51,1489.62
43088.45833,17.28,17.65,24.34,1493.52
43088.5,17.37,20.03,27.37,1496.57
43088.54167,17.43,21.16,28.8,1498.06
43088.58333,17.61,21.12,28.86,1498.57
43088.625,17.73,21.33,29.2,1499.18
43088.66667,17.91,21.06,28.99,1499.43
43088.70833,17.91,20.79,28.65,1499.11
43088.75,17.85,20.61,28.38,1498.72
43088.79167,17.73,20.94,28.72,1498.74
43088.83333,17.85,20.88,28.72,1499.03
43088.875,17.82,20.95,28.78,1499.02
43088.91667,17.97,20.34,28.11,1498.77
43088.95833,17.94,20.94,28.85,1499.37
43089,17.82,21.62,29.62,1499.79
43089.04167,17.88,21.7,29.76,1500.07
43089.08333,17.91,21.57,29.62,1500.01
43089.125,17.97,21.54,29.62,1500.16
43089.16667,17.91,21.46,29.48,1499.88
43089.20833,17.91,20.85,28.71,1499.17
43089.25,18.09,19.72,27.41,1498.42
43089.29167,18.09,18.82,26.26,1497.38
43089.33333,18.03,17.52,24.57,1495.7
43089.375,18.06,16.03,22.67,1494.07
43089.41667,18.09,14.63,20.87,1492.55
43089.45833,18.63,14.3,20.67,1493.82
43089.5,18.83,15.18,21.94,1495.46
43089.54167,18.66,18.15,25.73,1498.34
43089.58333,18.6,19.66,27.64,1499.89
43089.625,18.86,18.72,26.59,1499.62
43089.66667,18.72,19.56,27.58,1500.13
43089.70833,18.92,19.5,27.63,1500.69
43089.75,19.04,19.15,27.25,1500.65
43089.79167,19.07,19.04,27.13,1500.61
43089.83333,19.16,18.91,27,1500.72
43089.875,19.54,18.1,26.16,1500.93
43089.91667,19.13,18.74,26.76,1500.43
43089.95833,19.16,19,27.12,1500.82
43090,19.01,19.71,27.95,1501.19
43090.04167,18.89,20.49,28.89,1501.74
43090.08333,18.75,20.36,28.62,1501.14
43090.125,18.72,20.27,28.49,1500.94
43090.16667,18.83,20.58,28.96,1501.65
43090.20833,18.92,20.37,28.75,1501.68
43090.25,19.04,19.49,27.69,1501.03
43090.29167,19.22,18.69,26.76,1500.65
43090.33333,19.34,17.47,25.22,1499.6
43090.375,19.45,14.45,21.25,1496.5
43090.41667,19.57,12.68,18.9,1494.84
43090.45833,19.87,11.08,16.81,1493.92
43090.5,20.01,13.14,19.73,1496.7
43090.54167,20.31,13.24,19.98,1497.68
43090.58333,20.25,14.33,21.47,1498.74
43090.625,20.19,13.78,20.68,1497.94
43090.66667,20.22,14.2,21.27,1498.51
43090.70833,20.16,14.39,21.51,1498.55
43090.75,20.45,16.23,24.15,1501.49
43090.79167,20.37,17.9,26.37,1503.12
43090.83333,20.63,16.16,24.15,1501.92
43090.875,20.86,15.24,23.01,1501.56
43090.91667,20.4,17.09,25.3,1502.3
43090.95833,20.1,16.67,24.57,1500.96
43091,19.57,18.71,26.99,1501.72
43091.04167,19.22,20.06,28.54,1502.21
43091.08333,19.13,20.8,29.43,1502.8
43091.125,19.1,20.82,29.43,1502.73
43091.16667,19.04,20.85,29.44,1502.58
43091.20833,18.95,20.78,29.3,1502.25
43091.25,18.98,20.39,28.81,1501.89
43091.29167,19.19,19.08,27.25,1501.01
43091.33333,19.43,16.76,24.33,1499.06
43091.375,19.51,14.51,21.37,1496.76
43091.41667,19.54,13.39,19.86,1495.57
43091.45833,19.87,12.8,19.19,1495.87
43091.5,20.22,14.75,22.03,1499.13
43091.58333,20.25,18.72,27.4,1503.71
43091.625,20.37,18.53,27.21,1503.84
43091.66667,20.45,18.86,27.71,1504.47
43091.70833,20.42,18.5,27.21,1503.97
43091.75,20.45,18.44,27.15,1503.99
43091.79167,20.51,17.54,25.96,1503.14
43091.83333,20.69,16.85,25.13,1502.87
43091.875,20.66,16.71,24.92,1502.63
43091.91667,20.66,16.9,25.18,1502.85
43091.95833,20.54,14.49,21.82,1499.78
43092,20.25,18.4,26.97,1503.35
43092.04167,19.98,18.89,27.47,1503.14
43092.08333,19.69,20.3,29.13,1503.87
43092.125,19.45,21.02,29.92,1504
43092.16667,19.45,21.08,30,1504.07
43092.20833,19.43,20.65,29.42,1503.49
43092.25,19.54,20.21,28.93,1503.34
43092.29167,19.43,19.75,28.26,1502.47
43092.33333,19.43,19.5,27.94,1502.19
43092.375,19.6,18.03,26.1,1501.03
43092.41667,19.63,17.59,25.54,1500.61
43092.45833,19.75,16.22,23.78,1499.41
43092.5,20.13,16.73,24.67,1501.12
43092.54167,20.28,17.94,26.37,1502.91
43092.58333,20.25,19.6,28.57,1504.71
43092.625,20.28,20.16,29.32,1505.42
43092.66667,20.34,20.34,29.6,1505.8
43092.70833,20.34,20.62,29.96,1506.11
43092.75,20.31,20.74,30.11,1506.17
43092.79167,20.37,20.66,30.03,1506.24
43092.83333,20.34,20.02,29.18,1505.44
43092.875,20.37,18.44,27.09,1503.73
43092.91667,20.4,17.89,26.37,1503.2
43092.95833,20.4,18.38,27.02,1503.75
43093,20.25,18.68,27.34,1503.66
43093.04167,20.22,19.92,28.98,1504.99
43093.08333,20.13,20.72,29.97,1505.64
43093.125,20.07,21.49,30.94,1506.34
43093.16667,19.9,22.38,31.97,1506.84
43093.20833,19.81,22.49,32.06,1506.71
43093.25,19.9,22.31,31.89,1506.77
43093.29167,19.96,21.38,30.72,1505.88
43093.33333,20.04,20.44,29.54,1505.06
43093.375,20.07,19.89,28.84,1504.53
43093.41667,20.13,18.92,27.59,1503.6
43093.45833,20.25,17.87,26.26,1502.74
43093.5,20.75,17.15,25.56,1503.37
43093.54167,21.01,18.24,27.19,1505.36
43093.58333,21.1,19.35,28.74,1506.85
43093.625,20.92,20.16,29.72,1507.27
43093.66667,20.89,20.55,30.23,1507.63
43093.70833,20.83,20.86,30.61,1507.81
43093.75,20.78,21.01,30.76,1507.81
43093.79167,20.83,20.81,30.53,1507.75
43093.83333,20.95,19.26,28.54,1506.34
43093.875,21.04,16.25,24.49,1503.21
43093.91667,21.07,13.19,20.24,1499.84
43093.95833,20.81,11.53,17.79,1497.21
43094,20.48,10.1,15.64,1494.65
43094.04167,20.25,8.99,13.98,1492.69
43094.08333,20.13,10.47,16.04,1494.01
43094.125,19.96,12.13,18.3,1495.37
43094.16667,19.63,14.58,21.52,1497.19
43094.20833,19.34,12.99,19.23,1494.49
43094.25,19.16,13.09,19.3,1494.07
43094.29167,18.72,10.56,15.68,1489.8
43094.33333,18.77,10.41,15.49,1489.81
43094.375,18.57,9.85,14.66,1488.52
43094.41667,18.36,9.82,14.55,1487.84
43094.45833,18.86,11.57,17.12,1491.42
43094.5,19.28,12.31,18.28,1493.54
43094.54167,19.43,12.19,18.17,1493.84
43094.58333,19.63,12.13,18.17,1494.4
43094.625,19.4,10.61,15.99,1491.95
43094.66667,19.01,11.95,17.69,1492.31
43094.70833,19.01,12.62,18.59,1493.07
43094.75,18.89,12.14,17.89,1492.16
43094.79167,18.83,11.1,16.46,1490.79
43094.83333,18.51,10.52,15.55,1489.1
43094.875,18.33,10.18,15.03,1488.16
43094.91667,18.03,9.89,14.54,1486.89
43094.95833,17.97,11.66,16.9,1488.74
43095,17.76,12.59,18.04,1489.15
43095.04167,17.37,12.45,17.71,1487.76
43095.08333,16.74,11.86,16.7,1485.04
43095.125,16.38,11.55,16.16,1483.49
43095.16667,16.53,13.13,18.25,1485.83
43095.20833,16.26,13.62,18.75,1485.52
43095.25,16.35,14.16,19.47,1486.45
43095.29167,15.86,13.53,18.47,1484.12
43095.33333,15.56,13.3,18.05,1482.82
43095.375,15.25,13.07,17.64,1481.54
43095.41667,15.22,12.94,17.47,1481.28
43095.45833,15.38,12.8,17.35,1481.62
43095.5,15.56,13.01,17.69,1482.49
43095.54167,15.86,12.95,17.73,1483.42
43095.58333,16.08,13.06,17.96,1484.26
43095.625,16.56,13.04,18.14,1485.82
43095.66667,16.83,13.58,18.95,1487.34
43095.70833,16.62,14.39,19.88,1487.6
43095.75,16.41,15.79,21.55,1488.56
43095.79167,16.35,16.07,21.87,1488.69
43095.83333,16.44,15.68,21.43,1488.53
43095.875,16.41,15.79,21.55,1488.56
43095.91667,16.44,15.78,21.55,1488.64
43095.95833,16.53,14.45,19.92,1487.38
43096,16.44,13.83,19.1,1486.36
43096.04167,16.47,13.37,18.52,1485.91
43096.08333,16.29,12.5,17.34,1484.3
43096.125,16.17,12.56,17.36,1483.97
43096.16667,16.05,14.12,19.29,1485.41
43096.20833,16.02,15.52,21.02,1486.95
43096.25,16.02,16.41,22.12,1488
43096.29167,15.99,16.7,22.46,1488.24
43096.33333,16.05,16.99,22.85,1488.79
43096.375,15.71,15.98,21.44,1486.5
43096.41667,15.74,14.64,19.8,1485.02
43096.45833,15.83,13.72,18.7,1484.24
43096.5,16.05,13.54,18.55,1484.72
43096.54167,16.38,14.27,19.63,1486.68
43096.58333,16.59,14.27,19.72,1487.37
43096.625,16.74,14.89,20.57,1488.57
43096.66667,16.86,18.26,24.86,1492.9
43096.70833,16.86,19.05,25.84,1493.82
43096.75,16.8,19.69,26.59,1494.37
43096.79167,16.71,19.88,26.77,1494.31
43096.83333,16.53,16.96,23.07,1490.32
43096.875,16.59,15.38,21.12,1488.66
43096.91667,16.62,15.52,21.31,1488.92
43096.95833,16.59,17.42,23.67,1491.05
43097,16.23,16.39,22.2,1488.67
43097.04167,16.11,15.73,21.32,1487.5
43097.08333,16.02,15.25,20.69,1486.64
43097.125,16.02,15.2,20.62,1486.57
43097.16667,15.93,15.47,20.91,1486.59
43097.20833,15.8,15.34,20.69,1486.04
43097.25,15.56,15.35,20.59,1485.25
43097.29167,15.74,17.13,22.86,1487.95
43097.33333,15.71,17.67,23.5,1488.49
43097.375,15.65,17.97,23.83,1488.64
43097.41667,15.62,18.19,24.08,1488.8
43097.45833,15.62,18.48,24.43,1489.14
43097.5,15.56,18.13,23.98,1488.54
43097.54167,15.44,17.34,22.95,1487.19
43097.58333,15.44,16.84,22.34,1486.6
43097.625,15.5,16.81,22.34,1486.77
43097.66667,15.47,16.82,22.34,1486.68
43097.70833,15.41,16.74,22.22,1486.39
43097.75,15.35,17.31,22.87,1486.85
43097.79167,15.41,18.25,24.03,1488.17
43097.83333,15.56,19.2,25.27,1489.8
43097.875,15.56,19.2,25.27,1489.8
43097.91667,15.44,18.91,24.84,1489.05
43097.95833,15.38,18.68,24.54,1488.58
43098,15.25,18.91,24.75,1488.45
43098.04167,15.01,18.73,24.39,1487.42
43098.08333,14.85,18.35,23.85,1486.46
43098.125,14.55,16.99,22.07,1483.8
43098.16667,14.45,16.76,21.74,1483.21
43098.20833,14.11,15.98,20.65,1481.11
43098.25,13.96,16.2,20.83,1480.84
43098.29167,13.99,16.6,21.32,1481.43
43098.33333,13.89,17.39,22.2,1482.06
43098.375,14.08,17.9,22.89,1483.3
43098.41667,14.27,17.19,22.16,1483.09
43098.45833,14.27,15.56,20.23,1481.14
43098.5,14.3,14.86,19.41,1480.42
43098.54167,14.24,13.61,17.88,1478.72
43098.58333,14.11,12.85,16.9,1477.37
43098.625,14.02,12.61,16.58,1476.76
43098.66667,13.86,13.77,17.91,1477.62
43098.70833,13.8,14.22,18.42,1477.93
43098.75,14.51,18.04,23.29,1484.94
43098.79167,14.58,19.04,24.5,1486.34
43098.83333,14.61,19.65,25.24,1487.17
43098.875,14.51,19.38,24.87,1486.54
43098.91667,14.45,18.8,24.15,1485.64
43098.95833,14.24,17.86,22.93,1483.79
43099,14.64,19.91,25.56,1487.59
43099.04167,14.73,19.95,25.67,1487.95
43099.08333,14.55,18.88,24.3,1486.05
43099.125,14.21,17.58,22.58,1483.34
43099.16667,13.68,16.54,21.1,1480.29
43099.20833,13.49,15.94,20.31,1478.92
43099.25,13.36,15.21,19.39,1477.6
43099.29167,13.14,14.54,18.51,1476.02
43099.33333,12.95,15.57,19.62,1476.59
43099.375,13.68,18.06,22.86,1482.1
43099.41667,13.99,19.38,24.57,1484.76
43099.45833,14.05,19.85,25.14,1485.53
43099.5,14.02,19.59,24.83,1485.12
43099.54167,14.21,19.91,25.3,1486.12
43099.58333,14.51,18.77,24.15,1485.81
43099.625,14.79,17.67,23.01,1485.45
43099.66667,14.92,16.79,22.02,1484.81
43099.70833,15.28,14.85,19.84,1483.74
43099.75,15.25,14.15,18.97,1482.81
43099.79167,14.98,14.97,19.85,1482.85
43099.83333,14.88,15.36,20.29,1483.01
43099.875,14.82,16.14,21.19,1483.72
43099.91667,14.67,17.32,22.53,1484.61
43099.95833,14.67,17.89,23.2,1485.28
43100,14.67,18.73,24.2,1486.29
43100.04167,14.64,18.42,23.81,1485.81
43100.08333,14.7,17.91,23.24,1485.42
43100.125,14.73,16.84,21.98,1484.24
43100.16667,14.51,15.34,20.09,1481.73
43100.20833,14.14,13.89,18.17,1478.72
43100.25,13.64,12.58,16.39,1475.42
43100.29167,13.61,12.39,16.15,1475.08
43100.33333,13.68,11.83,15.51,1474.64
43100.375,13.39,12.31,15.98,1474.22
43100.41667,13.39,14.89,19.03,1477.32
43100.45833,13.99,16.8,21.55,1481.67
43100.5,14.33,17.16,22.16,1483.27
43100.54167,14.51,17.81,23.02,1484.67
43100.58333,14.85,18.07,23.52,1486.12
43100.625,14.92,17.54,22.92,1485.7
43100.66667,14.88,17.3,22.61,1485.31
43100.70833,14.88,17.01,22.27,1484.97
43100.75,14.92,16.79,22.02,1484.81
43100.79167,14.82,16.9,22.1,1484.63
43100.83333,14.92,16.26,21.38,1484.18
43100.875,15.04,17.34,22.74,1485.87
43100.91667,14.92,18.32,23.85,1486.63
43100.95833,14.64,18.92,24.4,1486.41
43101,14.61,19.33,24.86,1486.79
43101.04167,14.67,18.4,23.81,1485.9
43101.08333,14.76,17,22.19,1484.54
