Date & Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43155.83333,24.78,17.31,28.01,1514.56
43155.875,24.7,17.39,28.08,1514.42
43155.91667,24.67,17.4,28.08,1514.36
43155.95833,24.84,17.42,28.21,1514.83
43156,25.21,17.49,28.52,1515.87
43156.04167,24.75,17.27,27.95,1514.45
43156.08333,24.93,16.99,27.62,1514.58
43156.125,24.87,16.88,27.43,1514.32
43156.16667,24.64,16.72,27.07,1513.55
43156.20833,24.52,16.56,26.77,1513.07
43156.25,24.12,16.47,26.42,1511.92
43156.29167,24.2,16.52,26.54,1512.2
43156.33333,24.32,16.68,26.83,1512.67
43156.375,24.23,16.8,26.96,1512.57
43156.41667,24.2,16.93,27.14,1512.65
43156.45833,24.35,17.05,27.39,1513.15
43156.5,24.64,17.06,27.57,1513.92
43156.54167,24.81,17.12,27.75,1514.43
43156.58333,25.04,17.16,27.94,1515.07
43156.625,25.45,17.22,28.25,1516.16
43156.66667,25.56,17.17,28.25,1516.4
43156.70833,25.62,17.15,28.24,1516.52
43156.75,25.47,17.16,28.18,1516.17
43156.79167,25.42,17.14,28.12,1516
43156.83333,25.24,17.12,27.99,1515.54
43156.875,25.1,17.09,27.87,1515.14
43156.91667,25.01,17.08,27.81,1514.91
43156.95833,25.01,17.08,27.81,1514.91
43157,25.13,17.04,27.8,1515.16
43157.04167,25.07,16.93,27.61,1514.89
43157.08333,25.19,16.89,27.61,1515.14
43157.125,25.19,16.76,27.42,1515
43157.16667,25.19,16.67,27.3,1514.91
43157.20833,25.04,16.56,27.05,1514.42
43157.25,24.72,16.36,26.58,1513.38
43157.29167,24.64,16.04,26.06,1512.81
43157.33333,24.26,16.03,25.84,1511.81
43157.375,24.35,15.88,25.67,1511.88
43157.41667,24.52,15.82,25.67,1512.26
43157.45833,24.7,15.86,25.83,1512.77
43157.5,24.87,15.95,26.05,1513.31
43157.54167,25.1,16.06,26.33,1514.03
43157.58333,25.3,16.1,26.5,1514.59
43157.625,25.33,16.17,26.62,1514.74
43157.66667,25.36,16.12,26.56,1514.76
43157.70833,25.3,16.1,26.5,1514.59
43157.75,25.21,16.14,26.51,1514.4
43157.79167,25.16,16.16,26.51,1514.28
43157.83333,25.13,16.17,26.51,1514.22
43157.875,25.04,16.24,26.57,1514.07
43157.91667,25.07,16.31,26.69,1514.22
43157.95833,25.07,16.43,26.87,1514.35
43158,25.04,16.48,26.93,1514.33
43158.04167,24.67,16.54,26.82,1513.43
43158.08333,24.58,16.42,26.59,1513.07
43158.125,24.35,16.19,26.13,1512.21
43158.16667,24.15,15.88,25.57,1511.34
43158.20833,23.83,15.55,24.93,1510.14
43158.25,23.34,15.14,24.07,1508.36
43158.29167,22.9,14.64,23.14,1506.63
43158.33333,22.12,13.54,21.19,1503.23
43158.375,22.35,12.44,19.71,1502.67
43158.41667,22.64,12.58,20.04,1503.63
43158.45833,23.19,13.09,21.02,1505.72
43158.5,23.39,13.53,21.75,1506.75
43158.54167,23.77,13.89,22.45,1508.16
43158.58333,24,13.84,22.49,1508.73
43158.625,23.97,13.65,22.19,1508.45
43158.66667,24.15,13.6,22.19,1508.85
43158.70833,24.38,13.55,22.22,1509.41
43158.75,24.15,13.6,22.19,1508.85
43158.79167,23.89,13.74,22.28,1508.31
43158.83333,23.51,13.86,22.29,1507.43
43158.875,23.08,14.15,22.51,1506.56
43158.91667,22.79,14.74,23.23,1506.42
43158.95833,22.79,15.07,23.7,1506.78
43159,22.7,15.37,24.09,1506.88
43159.04167,22.55,15.63,24.4,1506.77
43159.08333,22.26,15.81,24.51,1506.17
43159.125,22.2,15.87,24.56,1506.07
43159.16667,22.23,15.86,24.56,1506.14
43159.20833,22.06,15.71,24.26,1505.49
43159.25,21.88,15.53,23.92,1504.8
43159.29167,21.27,15.29,23.27,1502.79
43159.33333,21.04,14.64,22.26,1501.39
43159.375,21.54,14.56,22.38,1502.72
43159.41667,21.68,14.72,22.68,1503.32
43159.45833,21.88,15.09,23.3,1504.31
43159.5,22.29,15.55,24.15,1505.96
43159.54167,22.64,15.89,24.81,1507.3
43159.58333,22.84,16.15,25.28,1508.14
43159.625,22.96,16.22,25.44,1508.53
43159.66667,23.05,16.18,25.44,1508.73
43159.70833,22.5,16.02,24.92,1507.04
43159.75,22.7,15.83,24.75,1507.39
43159.79167,22.87,15.66,24.59,1507.67
43159.83333,22.61,15.47,24.19,1506.75
43159.875,22.96,15.48,24.39,1507.72
43159.91667,23.05,15.7,24.74,1508.2
43159.95833,23.08,15.98,25.16,1508.59
43160,23.05,16.26,25.55,1508.81
43160.04167,22.93,16.46,25.77,1508.72
43160.08333,23.02,16.58,26,1509.09
43160.125,22.93,16.7,26.11,1508.99
43160.16667,22.84,16.69,26.06,1508.74
43160.20833,22.79,16.56,25.83,1508.43
43160.25,22.64,16.26,25.34,1507.71
43160.29167,22.58,15.69,24.5,1506.92
43160.33333,22.55,15.08,23.61,1506.16
43160.375,22.52,14.19,22.31,1505.09
43160.41667,22.64,14.12,22.26,1505.33
43160.45833,22.9,14.33,22.69,1506.28
43160.5,23.08,14.8,23.46,1507.28
43160.54167,23.31,15.25,24.22,1508.41
43160.58333,23.45,15.73,24.99,1509.33
43160.625,23.68,16.13,25.69,1510.39
43160.66667,23.83,16.31,26.03,1510.97
43160.70833,23.86,16.34,26.08,1511.08
43160.75,23.92,16.23,25.97,1511.12
43160.79167,23.89,16.01,25.63,1510.8
43160.83333,23.86,15.51,24.88,1510.17
43160.875,23.63,14.58,23.39,1508.53
43160.91667,23.57,14.28,22.94,1508.05
43160.95833,23.48,14.47,23.17,1508.02
43161,23.51,14.78,23.63,1508.44
43161.04167,23.42,15.42,24.52,1508.91
43161.08333,23.34,15.92,25.21,1509.23
43161.125,23.28,16.09,25.43,1509.26
43161.16667,23.31,16.2,25.59,1509.45
43161.20833,23.34,16.3,25.76,1509.65
43161.25,23.34,16.34,25.82,1509.69
43161.29167,23.19,16.24,25.6,1509.19
43161.33333,22.06,14.68,22.8,1504.34
43161.375,21.68,12.97,20.19,1501.36
43161.41667,21.97,11.46,18.13,1500.5
43161.45833,21.94,10.31,16.44,1499.14
43161.5,22.41,15,23.43,1505.67
43161.54167,22.5,17.95,27.64,1509.18
43161.58333,22.5,20.42,31.08,1511.92
43161.625,22.7,19.94,30.54,1511.94
43161.66667,23.02,18.42,28.6,1511.12
43161.70833,22.99,16.44,25.77,1508.85
43161.75,22.9,15.5,24.39,1507.59
43161.79167,22.61,13.56,21.45,1504.64
43161.83333,22.58,12.29,19.58,1503.14
43161.875,22.03,9.72,15.6,1498.73
43161.91667,21.62,11.39,17.9,1499.43
43161.95833,21.39,14.4,22.08,1502.13
43162,21.27,13.63,20.95,1500.93
43162.04167,21.33,14.33,21.96,1501.88
43162.08333,21.07,13.91,21.25,1500.66
43162.125,20.69,13.09,19.94,1498.63
43162.16667,20.48,12.81,19.46,1497.71
43162.20833,19.93,10.7,16.3,1493.66
43162.25,19.34,9.99,15.11,1491.07
43162.29167,19.51,12.78,19.02,1494.78
43162.33333,18.92,12.11,17.87,1492.22
43162.375,18.66,11.82,17.38,1491.07
43162.41667,18.69,11.41,16.83,1490.68
43162.45833,18.75,10.14,15.11,1489.41
43162.5,18.77,11.5,16.98,1491.06
43162.54167,18.86,9.94,14.88,1489.55
43162.58333,19.51,11.65,17.46,1493.49
43162.625,19.93,13.19,19.76,1496.49
43162.66667,20.16,13.36,20.09,1497.38
43162.70833,19.96,11.43,17.33,1494.58
43162.75,19.48,10.24,15.5,1491.8
43162.79167,19.66,7.83,12.14,1489.59
43162.83333,19.72,9.26,14.2,1491.4
43162.875,19.37,8.89,13.57,1489.9
43162.91667,19.07,7.03,10.85,1486.86
43162.95833,18.72,7.62,11.6,1486.42
43163,18.75,8.45,12.77,1487.47
43163.04167,18.33,9.53,14.14,1487.41
43163.08333,18.48,11.24,16.53,1489.85
43163.125,18.57,11.9,17.45,1490.88
43163.16667,18.63,12.37,18.11,1491.61
43163.20833,18.75,12.66,18.54,1492.3
43163.25,18.42,12.09,17.65,1490.64
43163.29167,18.3,12.26,17.83,1490.46
43163.33333,17.52,9.99,14.5,1485.38
43163.375,17.25,9.1,13.23,1483.48
43163.41667,17.61,9.44,13.8,1485.03
43163.45833,17.88,9.25,13.62,1485.67
43163.5,18.8,16.76,24,1497.19
43163.54167,19.13,16.58,23.94,1497.97
43163.58333,19.01,15.55,22.52,1496.44
43163.625,19.25,13.97,20.52,1495.34
43163.66667,19.04,15.22,22.1,1496.15
43163.70833,19.19,16.27,23.56,1497.79
43163.75,19.19,16.34,23.65,1497.87
43163.79167,19.34,17.97,25.88,1500.18
43163.83333,19.45,17.96,25.94,1500.52
43163.875,19.48,17.49,25.32,1500.06
43163.91667,18.86,14.98,21.69,1495.33
43163.95833,18.45,13.99,20.19,1492.92
43164,18.3,18.27,25.69,1497.39
43164.04167,18.33,19.9,27.78,1499.35
43164.08333,18.39,20.97,29.18,1500.77
43164.125,18.18,21.09,29.19,1500.27
43164.16667,18.15,20.83,28.84,1499.88
43164.20833,17.82,20.79,28.58,1498.83
43164.25,17.85,20.4,28.12,1498.48
43164.29167,17.94,20.04,27.73,1498.34
43164.33333,17.34,18.08,24.9,1494.2
43164.375,17.04,17.33,23.8,1492.39
43164.41667,16.77,15.99,21.98,1489.96
43164.45833,17.25,16.68,23.09,1492.3
43164.5,17.91,18.54,25.81,1496.51
43164.54167,18.15,20.04,27.85,1498.97
43164.58333,18.54,21.51,29.96,1501.84
43164.625,18.72,22.06,30.77,1503
43164.66667,19.07,22.97,32.17,1505.11
43164.70833,19.04,22.67,31.77,1504.67
43164.75,18.92,22.12,30.99,1503.69
43164.79167,18.92,20.58,29.02,1501.93
43164.83333,18.8,18.21,25.9,1498.86
43164.875,18.77,18.58,26.36,1499.19
43164.91667,18.77,18.81,26.65,1499.45
43164.95833,18.89,19.57,27.7,1500.67
43165,18.24,17.43,24.57,1496.23
43165.04167,18.21,17.01,24.02,1495.66
43165.08333,18.06,19.06,26.56,1497.57
43165.125,17.88,19.92,27.54,1498.02
43165.16667,18.15,19.99,27.78,1498.91
43165.20833,18.33,20.63,28.7,1500.19
43165.25,18.33,20.95,29.11,1500.57
43165.29167,18.36,20.77,28.9,1500.45
43165.33333,18.33,20.84,28.97,1500.44
43165.375,18,20.12,27.85,1498.61
43165.41667,18.06,18.88,26.32,1497.36
43165.45833,18.3,17.93,25.25,1497
43165.5,18.6,19.71,27.71,1499.95
43165.54167,19.04,21.88,30.75,1503.76
43165.58333,19.43,23.03,32.48,1506.21
43165.625,19.37,23.59,33.16,1506.67
43165.66667,19.07,23.9,33.34,1506.17
43165.70833,19.13,24.28,33.86,1506.77
43165.75,19.1,24.37,33.95,1506.79
43165.79167,19.07,23.9,33.34,1506.17
43165.83333,19.13,23.53,32.91,1505.91
43165.875,19.25,21.65,30.59,1504.11
43165.91667,19.19,21.8,30.75,1504.11
43165.95833,19.1,21.38,30.15,1503.37
43166,19.1,21.26,30.01,1503.24
43166.04167,19.1,21.73,30.6,1503.77
43166.08333,19.04,21.82,30.68,1503.7
43166.125,18.92,24.06,33.43,1505.91
43166.16667,18.89,23.54,32.75,1505.23
43166.20833,18.8,22.81,31.77,1504.13
43166.25,18.69,21.96,30.62,1502.8
43166.29167,18.48,19.57,27.46,1499.43
43166.33333,18.36,19.25,26.97,1498.69
43166.375,18.24,18.34,25.75,1497.29
43166.41667,18.24,16.74,23.68,1495.44
43166.45833,18.42,15.5,22.15,1494.56
43166.5,18.69,15.11,21.78,1494.93
43166.54167,19.16,14.99,21.85,1496.24
43166.58333,19.51,12.12,18.12,1494.04
43166.625,19.63,10.93,16.51,1493.03
43166.66667,19.43,13.19,19.54,1494.99
43166.70833,19.22,14.67,21.45,1496.05
43166.75,19.1,14.26,20.85,1495.23
43166.79167,19.01,14.08,20.56,1494.75
43166.83333,18.8,14.02,20.39,1494.05
43166.875,18.66,14.05,20.36,1493.62
43166.91667,18.66,13.79,20.01,1493.33
43166.95833,18.51,13.59,19.69,1492.64
43167,18.03,12.89,18.55,1490.35
43167.04167,17.76,11.43,16.51,1487.82
43167.08333,17.31,11.64,16.63,1486.63
43167.125,16.71,11.76,16.55,1484.82
43167.16667,16.53,11.62,16.3,1484.06
43167.20833,16.47,11.11,15.63,1483.27
43167.25,16.26,10.42,14.65,1481.76
43167.29167,16.11,10.09,14.17,1480.87
43167.33333,15.89,9.86,13.81,1479.9
43167.375,15.74,9.69,13.55,1479.19
43167.41667,15.8,8.84,12.45,1478.38
43167.45833,15.86,8.34,11.82,1478
43167.5,15.93,7.43,10.64,1477.14
43167.54167,16.05,7.04,10.15,1477.09
43167.58333,16.5,7.57,10.96,1479.22
43167.625,17.13,9.4,13.6,1483.44
43167.66667,16.92,11.94,16.87,1485.72
43167.70833,16.71,13.67,19.01,1487.05
43167.75,16.5,14.54,20.02,1487.39
43167.79167,16.65,14.22,19.69,1487.51
43167.83333,16.77,14.06,19.53,1487.7
43167.875,16.83,14.66,20.32,1488.59
43167.91667,17.07,14.9,20.74,1489.65
43167.95833,16.5,14.13,19.5,1486.9
43168,16.23,11.89,16.53,1483.38
43168.04167,15.71,11.45,15.78,1481.16
43168.08333,15.28,10.12,13.94,1478.14
43168.125,15.35,10.52,14.48,1478.83
43168.16667,15.38,9.85,13.63,1478.13
43168.20833,15.31,9.91,13.69,1478.01
43168.25,15.5,10.72,14.78,1479.58
43168.29167,14.98,11.05,15.02,1478.2
43168.33333,15.04,11.17,15.18,1478.55
43168.375,15.38,12,16.36,1480.68
43168.41667,15.31,12.93,17.49,1481.58
43168.45833,15.44,13.69,18.48,1482.88
43168.5,15.38,15.25,20.38,1484.52
43168.54167,15.38,16.42,21.81,1485.9
43168.58333,15.53,17.01,22.6,1487.1
43168.625,15.68,17.3,23.04,1487.96
43168.66667,16.08,17.02,22.9,1488.91
43168.70833,16.23,17.02,22.98,1489.41
43168.75,16.8,16.52,22.66,1490.68
43168.79167,16.65,15.54,21.35,1489.04
43168.83333,16.56,15.3,21.01,1488.47
43168.875,16.71,15.21,20.97,1488.86
43168.91667,16.59,15,20.64,1488.22
43168.95833,16.68,14.97,20.64,1488.47
43169,16.53,14.8,20.36,1487.79
43169.04167,16.62,14.68,20.26,1487.94
43169.08333,16.2,14.63,19.99,1486.5
43169.125,15.62,14.45,19.51,1484.4
43169.16667,16.26,16.14,21.91,1488.48
43169.20833,16.23,17.66,23.77,1490.16
43169.25,16.05,19.74,26.2,1492.02
43169.29167,15.44,21.23,27.61,1491.8
43169.33333,14.58,21.19,27.01,1488.9
43169.375,15.07,21.28,27.43,1490.64
43169.41667,15.22,21.52,27.81,1491.43
43169.45833,15.38,21.76,28.19,1492.22
43169.5,15.5,21.58,28.06,1492.4
43169.54167,15.47,21.54,27.99,1492.26
43169.58333,15.56,21.49,27.99,1492.5
43169.625,15.93,21.34,28.05,1493.5
43169.66667,16.05,21.32,28.11,1493.88
43169.70833,16.2,21.57,28.5,1494.65
43169.75,16.29,21.85,28.9,1495.28
43169.79167,16.2,22.02,29.04,1495.18
43169.83333,16.05,22.28,29.25,1495
43169.875,16.05,22.64,29.68,1495.42
43169.91667,16.08,22.74,29.82,1495.64
43169.95833,16.08,22.8,29.89,1495.71
43170,16.11,22.72,29.82,1495.72
43170.04167,16.17,22.69,29.82,1495.87
43170.08333,16.2,22.61,29.75,1495.87
43170.125,16.23,22.47,29.6,1495.81
43170.16667,16.11,22.37,29.39,1495.29
43170.20833,15.83,22.23,29.05,1494.26
43170.25,16.11,22.25,29.25,1495.16
43170.29167,16.11,22.48,29.53,1495.43
43170.33333,16.14,22.65,29.75,1495.72
43170.375,16.14,22.83,29.96,1495.93
43170.41667,16.17,22.99,30.18,1496.23
43170.45833,16.23,23.2,30.48,1496.67
43170.5,16.47,23.44,30.92,1497.71
43170.54167,16.5,23.48,31,1497.86
43170.58333,16.68,23.5,31.15,1498.45
43170.625,16.56,23.51,31.07,1498.08
43170.66667,16.77,23.51,31.22,1498.74
43170.70833,17.52,23.64,31.9,1501.21
43170.75,17.73,23.71,32.14,1501.94
43170.79167,18.03,23.79,32.45,1502.94
43170.83333,17.97,23.89,32.54,1502.88
43170.875,17.97,23.89,32.54,1502.88
43170.91667,17.91,24.06,32.71,1502.9
43170.95833,17.94,24.18,32.87,1503.12
43171,17.94,24.25,32.96,1503.2
43171.04167,17.97,24.16,32.87,1503.19
43171.08333,17.79,24.14,32.71,1502.62
43171.125,17.49,23.52,31.74,1500.99
43171.16667,17.43,23.3,31.43,1500.55
43171.20833,17.64,22.92,31.11,1500.75
43171.25,17.67,22.41,30.5,1500.25
43171.29167,17.61,21.91,29.84,1499.49
43171.33333,17.49,21.8,29.63,1499
43171.375,17.37,21.25,28.87,1497.98
43171.41667,17.43,20.67,28.2,1497.5
43171.45833,17.52,19.81,27.18,1496.77
43171.5,17.7,19.05,26.33,1496.45
43171.54167,17.88,19.06,26.44,1497.01
43171.58333,18.03,18.71,26.09,1497.07
43171.625,18.12,18.53,25.92,1497.14
43171.66667,18.15,18.61,26.03,1497.32
43171.70833,18.09,18.73,26.15,1497.27
43171.75,18.03,18.75,26.15,1497.12
43171.79167,17.82,18.72,25.98,1496.44
43171.83333,17.73,18.76,25.99,1496.21
43171.875,17.55,18.67,25.76,1495.54
43171.91667,17.1,18.4,25.17,1493.82
43171.95833,17.01,18.23,24.91,1493.34
43172,17.04,18.09,24.75,1493.27
43172.04167,16.47,17.91,24.21,1491.23
43172.08333,16.17,17.61,23.68,1489.91
43172.125,15.83,17.23,23.04,1488.37
43172.16667,15.53,16.66,22.17,1486.69
43172.20833,15.16,16.61,21.93,1485.42
43172.25,14.79,16.44,21.54,1483.98
43172.29167,15.96,16.44,22.12,1487.84
43172.33333,14.98,16.43,21.61,1484.58
43172.375,14.42,16.15,21.01,1482.38
43172.41667,15.5,15.82,21.14,1485.61
43172.45833,15.56,15.41,20.66,1485.32
43172.5,15.59,15.14,20.34,1485.1
43172.54167,15.8,14.81,20.03,1485.41
43172.58333,16.17,14.53,19.86,1486.29
43172.625,16.02,14.16,19.32,1485.35
43172.66667,16.74,13.97,19.4,1487.5
43172.70833,16.8,13.66,19.03,1487.33
43172.75,16.56,13.45,18.66,1486.3
43172.79167,16.32,13.2,18.25,1485.23
43172.83333,16.02,13.14,18.04,1484.15
43172.875,16.17,13.05,17.99,1484.55
43172.91667,15.86,13.05,17.86,1483.54
43172.95833,15.56,12.97,17.64,1482.44
43173,15.38,12.95,17.54,1481.8
43173.04167,15.25,12.95,17.5,1481.4
43173.08333,15.31,13.05,17.64,1481.72
43173.125,15.31,13.05,17.64,1481.72
43173.16667,15.31,12.99,17.57,1481.65
43173.20833,15.35,12.9,17.47,1481.64
43173.25,15.13,12.9,17.38,1480.92
43173.29167,14.82,12.79,17.12,1479.75
43173.33333,14.58,12.84,17.08,1478.96
43173.375,14.27,12.89,17.01,1477.96
43173.41667,14.58,12.84,17.08,1478.96
43173.45833,15.41,12.77,17.33,1481.69
43173.5,15.38,12.74,17.28,1481.55
43173.54167,15.62,12.75,17.39,1482.39
43173.58333,15.93,12.71,17.46,1483.35
43173.625,16.08,12.68,17.48,1483.82
43173.66667,16.38,12.68,17.6,1484.81
43173.70833,16.29,12.63,17.51,1484.46
43173.75,16.41,12.5,17.38,1484.7
43173.79167,16.5,12.39,17.29,1484.87
43173.83333,16.02,12.42,17.13,1483.31
43173.875,15.93,12.45,17.13,1483.04
43173.91667,15.99,12.56,17.29,1483.37
43173.95833,15.71,12.54,17.16,1482.44
43174,15.41,12.54,17.05,1481.43
43174.04167,15.28,12.58,17.05,1481.06
43174.08333,15.31,12.63,17.12,1481.22
43174.125,15.38,12.74,17.28,1481.55
43174.16667,15.38,12.74,17.28,1481.55
43174.20833,15.41,12.79,17.35,1481.71
43174.25,15.38,12.91,17.49,1481.76
43174.29167,14.76,12.95,17.29,1479.72
43174.33333,14.08,13.06,17.15,1477.52
43174.375,14.14,13.06,17.18,1477.74
43174.41667,14.55,12.87,17.1,1478.89
43174.45833,14.64,13.53,17.95,1480
43174.5,14.85,13.52,18.03,1480.72
43174.54167,15.01,13.53,18.11,1481.25
43174.58333,15.41,13.52,18.26,1482.58
43174.625,15.44,13.53,18.29,1482.69
43174.66667,15.71,13.57,18.45,1483.65
43174.70833,16.02,13.57,18.58,1484.66
43174.75,16.2,13.57,18.67,1485.26
43174.79167,16.29,13.56,18.69,1485.55
43174.83333,16.29,13.66,18.81,1485.66
43174.875,15.77,13.72,18.67,1484.04
43174.91667,15.56,13.73,18.59,1483.34
43174.95833,15.41,13.76,18.56,1482.87
43175,15.28,13.81,18.57,1482.51
43175.04167,15.44,14.3,19.24,1483.6
43175.08333,15.41,14.77,19.81,1484.06
43175.125,15.22,15.11,20.14,1483.85
43175.16667,15.13,15.1,20.08,1483.52
43175.20833,15.25,15.1,20.14,1483.94
43175.25,15.38,14.92,19.97,1484.13
43175.29167,15.38,14.68,19.68,1483.84
43175.33333,15.35,14.43,19.36,1483.45
43175.375,15.19,14.24,19.06,1482.71
43175.41667,15.28,14.14,18.97,1482.9
43175.45833,15.77,14,19.02,1484.37
43175.5,15.5,14.5,19.52,1484.04
43175.54167,15.47,16.51,21.97,1486.32
43175.58333,15.93,17.49,23.4,1488.98
43175.625,16.23,17.62,23.72,1490.12
43175.66667,16.68,17.53,23.86,1491.47
43175.70833,17.4,16.51,22.96,1492.57
43175.75,17.52,15.79,22.09,1492.11
43175.79167,17.61,15.53,21.8,1492.09
43175.83333,17.49,15.15,21.25,1491.27
43175.875,17.64,14.88,20.99,1491.44
43175.91667,17.46,14.61,20.55,1490.56
43175.95833,16.95,14.92,20.71,1489.29
43176,16.77,15.22,21,1489.06
43176.04167,16.8,16.08,22.11,1490.16
43176.08333,16.71,16.74,22.88,1490.64
43176.125,16.74,16.65,22.79,1490.64
43176.16667,16.77,16.57,22.7,1490.63
43176.20833,16.77,16.5,22.62,1490.55
43176.25,16.86,16.36,22.48,1490.68
43176.29167,17.01,16.36,22.57,1491.16
43176.33333,17.01,16.29,22.48,1491.08
43176.375,17.01,16.29,22.48,1491.08
43176.41667,17.16,15.96,22.14,1491.18
43176.45833,17.19,15.6,21.69,1490.85
43176.5,17.46,15.31,21.45,1491.36
43176.54167,17.82,15.38,21.72,1492.58
43176.58333,18.09,15.53,22.04,1493.58
43176.625,18.15,15.86,22.5,1494.15
43176.66667,18.3,15.97,22.71,1494.74
43176.70833,18.48,16.21,23.11,1495.56
43176.75,18.48,16.75,23.81,1496.18
43176.79167,18.57,16.93,24.11,1496.67
43176.83333,18.66,17.2,24.5,1497.25
43176.875,18.86,17.27,24.7,1497.96
43176.91667,18.95,16.77,24.1,1497.65
43176.95833,18.92,15.72,22.7,1496.36
43177,18.6,16.05,22.97,1495.75
43177.04167,18.33,16.44,23.34,1495.37
43177.08333,18.06,16.92,23.82,1495.1
43177.125,17.94,17.4,24.37,1495.28
43177.16667,18.15,17.59,24.72,1496.14
43177.20833,18.33,18.09,25.47,1497.27
43177.25,18.45,17.45,24.72,1496.9
43177.29167,18.57,17.4,24.71,1497.2
43177.33333,18.63,17.46,24.82,1497.45
43177.375,18.63,17.46,24.82,1497.45
43177.41667,18.8,17.3,24.71,1497.81
43177.45833,19.04,17,24.44,1498.18
43177.5,18.98,16.46,23.71,1497.38
43177.54167,19.16,16.87,24.34,1498.39
43177.58333,19.1,17.53,25.17,1498.97
43177.625,19.04,18.06,25.83,1499.4
43177.66667,19.31,18.2,26.17,1500.35
43177.70833,19.37,18,25.94,1500.3
43177.75,19.57,17.87,25.88,1500.76
43177.79167,19.87,16.92,24.78,1500.55
43177.83333,20.07,16.38,24.16,1500.55
43177.875,20.54,16.23,24.2,1501.74
43177.91667,20.72,15.8,23.71,1501.77
43177.95833,20.51,14.71,22.11,1499.94
43178,20.51,13.2,20.01,1498.23
43178.04167,20.45,13.24,20.05,1498.11
43178.08333,20.1,13.11,19.72,1496.93
43178.125,19.51,13.4,19.87,1495.49
43178.16667,19.31,15.12,22.09,1496.83
43178.20833,19.31,15.77,22.96,1497.57
43178.25,19.75,15.9,23.36,1499.05
43178.29167,20.31,16.11,23.91,1500.92
43178.33333,20.42,16.28,24.2,1501.46
43178.375,20.48,15.38,23.02,1500.62
43178.41667,20.4,12.81,19.43,1497.46
43178.45833,20.28,12.52,18.98,1496.78
43178.5,19.75,12.39,18.58,1495.05
43178.54167,19.25,13.3,19.61,1494.57
43178.58333,19.16,15.63,22.69,1496.97
43178.625,19.13,17.36,24.96,1498.85
43178.66667,19.16,18.49,26.46,1500.24
43178.70833,19.28,18.53,26.58,1500.64
43178.75,19.28,18.09,26,1500.13
43178.79167,19.28,18.13,26.05,1500.18
43178.83333,19.34,18.15,26.11,1500.37
43178.875,19.72,17.8,25.87,1501.12
43178.91667,19.63,17.93,25.99,1501
43178.95833,19.6,17.56,25.48,1500.49
43179,19.57,16.7,24.33,1499.43
43179.04167,19.57,16.01,23.41,1498.64
43179.08333,19.48,15.97,23.32,1498.34
43179.125,19.37,17.46,25.22,1499.68
43179.16667,19.37,18.05,25.99,1500.35
43179.20833,19.37,18,25.94,1500.3
43179.25,19.4,18.38,26.46,1500.82
43179.29167,19.45,18.86,27.12,1501.54
43179.33333,19.54,19.25,27.68,1502.25
43179.375,19.6,19.42,27.93,1502.61
43179.41667,19.6,18.93,27.3,1502.06
43179.45833,19.57,18.57,26.81,1501.56
43179.5,20.13,18.05,26.43,1502.61
43179.54167,20.1,17.63,25.86,1502.05
43179.58333,20.04,17.57,25.75,1501.81
43179.625,20.16,17.44,25.63,1502
43179.66667,20.28,17.56,25.85,1502.48
43179.70833,20.45,17.78,26.25,1503.24
43179.75,20.48,18.9,27.77,1504.59
43179.79167,20.54,19.77,28.96,1505.74
43179.83333,20.54,19.66,28.83,1505.62
43179.875,20.4,19.33,28.3,1504.83
43179.91667,20.16,18.86,27.53,1503.61
43179.95833,20.04,18.4,26.85,1502.75
43180,19.66,18.13,26.27,1501.32
43180.04167,19.34,17.72,25.55,1499.89
43180.08333,19.13,16.51,23.85,1497.89
43180.125,19.04,15.54,22.52,1496.51
43180.16667,18.8,14.6,21.15,1494.7
43180.20833,18.77,13.7,19.95,1493.59
43180.25,18.51,12.65,18.43,1491.56
43180.29167,18.15,11.66,16.97,1489.3
43180.33333,17.94,11.05,16.07,1487.94
43180.375,17.79,10.63,15.45,1486.98
43180.41667,17.7,10.41,15.12,1486.44
43180.45833,17.79,10.28,14.99,1486.58
43180.5,17.82,10.18,14.86,1486.55
43180.54167,18.18,10.14,14.92,1487.64
43180.58333,18.72,9.79,14.63,1488.92
43180.625,18.27,7.56,11.4,1484.95
43180.66667,18.15,6.85,10.38,1483.75
43180.70833,18.15,7.15,10.79,1484.1
43180.75,18.15,7.19,10.85,1484.14
43180.79167,18.21,7.09,10.73,1484.22
43180.83333,18.69,6.95,10.64,1485.56
43180.875,18.72,6.93,10.62,1485.63
43180.91667,18.63,6.96,10.64,1485.38
43180.95833,18.39,6.98,10.61,1484.66
43181,18.06,7.1,10.7,1483.75
43181.04167,17.67,7.42,11.06,1482.88
43181.08333,17.07,7.46,10.96,1480.98
43181.125,16.71,7.26,10.6,1479.56
43181.16667,16.35,7.28,10.54,1478.38
43181.20833,16.23,7.49,10.79,1478.22
43181.25,16.08,7.61,10.91,1477.85
43181.29167,15.99,7.7,11.01,1477.66
43181.33333,15.71,7.69,10.93,1476.73
43181.375,15.5,7.57,10.72,1475.86
43181.41667,15.31,7.52,10.6,1475.17
43181.45833,15.5,7.51,10.64,1475.79
43181.5,16.11,7.38,10.62,1477.69
43181.54167,16.86,7.2,10.55,1479.98
43181.58333,17.49,7.11,10.58,1481.94
43181.625,17.46,7.1,10.57,1481.84
